cleaned_text,aspect,sentiment
kalo pembangunan infrastruktur ga dilandasi science yang ada sporadis ngawur kek ikn bandara kertajati dll infrastruktur ada tapi ga ada impactnya ke masyarakat masyarakat ya tetep aja miskin makanya perlu sainstek biar rakyat ga bodoh dan miskin,Smart Governance,Negative
cek detail informasi dan peluang investasi di website resmi otorita ikn melalui platform investara mari bersama membangun ibu kota nusantara yang ramah mobilitas aktif,Smart Governance,Positive
semoga pada segera berkantor di ikn amin,Smart Governance,Positive
ketimpangan itu emang benar nyata adanya kalo main ke luar jawa bali bener2 deh pembangunan indonesia tuh gak merata daripada buat bangun ikn uhuk mending buat bangun akses jalan di indonesia timur kalo udah ada jalan pembangunan lain pasti nyusul,Smart Governance,Negative
tenang ikn lanjut kok yg menolak ikn ya antek asing yg ga mau indonesia maju,Smart Governance,Positive
bukannya setelah covid fokus buat perbaiki pendidikan dan kesehatan ini malah buang2 anggaran bikin ikn anjing lo mul aseli bangsat lo sekeluarga layak dilempar batu muke lo,Smart Governance,Negative
santai pack beberapa menteri bahkan masih bingung ngantor di mana kayak ahy kayaknya kalo ikn dijadiin co working space dengan tema industrial buat kementerian yg belum punya kantor oke juga sih,Smart Governance,Neutral
jadi makin susah euy urusan pertanahan mbak di kota saya aja dah semrawut efek ikn tanah tumpang tindih sana sini,Smart Governance,Negative
udah bukan rencana lagi tapi anggaran tahun 2025 udah di sah kan jokowi sama dpr di saksikan prabowo dan ikn pinter nya jokowi udah di buat aturan uu nya jadi siapapun presiden nya tetep jalan tuh proyek ambisius,Smart Governance,Positive
selamat pak prabowo semoga menjadikan indonesia lebih baik batalkan ikn batalkan psn waktu yang akan membuktikan keberpihakan anda kepada rakyat indonesia,Smart Governance,Positive
ikuti selalu perkembangan informasi terkait rekrutmen otorita ikn hanya melalui website dan media sosial berikut instagram ikn_id x twitter ikn_id website,Smart Governance,Neutral
pembangunan ikn merupakan langkah strategis untuk mewujudkan pemerataan pembangunan di indonesia,Smart Governance,Positive
jakarta tiap tahun tanahnya turun 2 5cm btw sebenernya udah bener mindahin ibukota tp jawir tolol itu ngide bikin ikn yg jauh disana yg buang2 duit apbn tp akhirnya mangkrak kalo ga salah pernah ada wacana kalo jogja bakal jd ibukota lg,Smart Governance,Negative
raja juli antoni menjabat sebagai wakil mentri atr bpn sekaligus wakil otorita ikn masa pemerintahan jokowi kini di percaya untuk membantu presiden prabowo dalam menjalankan pemerintahan 2024 2029 untuk mengisi kementrian kehutanan,Smart Governance,Neutral
ikn sebagai instrumen pemerintah pusat untuk melaksanakan pemerataan pembangunan di indonesia,Smart Governance,Neutral
lah ngapain pindah ikn kalau bukan karena takut di demo,Smart Governance,Negative
kami warga banda aceh mendukung pembangunan ikn nusantara,Smart Governance,Positive
slamat atas peresmian ikn ini adalah tonggak sejarah peradaban baru indonesia berkelanjutan berharap dpt mengejar ketertinggalan yg sudah 79 th bangkit sejajar dg bangsa2 di kelasnya melalui ikn brharap pemerintahan pk serius soal pendidikan dan lapangan kerja,Smart Governance,Positive
udh lama ko kejadian ini dr thn kmrn byk warga ikn yg di tangkap kaya teroris karena mempertahan kan tanah mereka ada ga pjbt negra ini peduli ga ada mereka ga peduli sm rakyat jelata mereka sibuk dgn jabatan dan memperkaya diri sendiri,Smart Governance,Negative
kalau prabowo lanjutkan jokowi bisa jadi pembangunan infrastruktur bakal lebih kencang lagi nih banyak yang berharap supaya proyek proyek besar kayak ikn bisa benar benar terwujud,Smart Governance,Positive
sbg pelaku urbanisasi desa ke kota gua setuju aja sama ikn yang menjadi rumit dan riuh tu ya karena kita negara demokrasi di mana semua suara perlu di denger dan diakomodir jadi yaa kesannya berisik tapi ya itulah demokrasi,Smart Governance,Positive
saya sangat setuju jika masyarakat adat suku dayak ikut dilibatkan dlm menjaga keamanan ketentraman di ikn semoga ikn bisa jdi kita yg diberkati,Smart Governance,Positive
nanti ada kabinet jakarta dan kabinet ikn,Smart Governance,Neutral
penandatanganan hibah dilakukan 2 kali pertama pada 2 mei 2024 di los angeles oleh deputi bidang transformasi hijau amp digital otorita ikn prof m ali berawi bersama direktur ustda enoh t ebong 1,Smart Governance,Neutral
mantap deh kalau ikn jadi tempat mewujudkan visi besar indonesia semoga nanti bisa bener bener memberi dampak positif buat kemajuan bangsa,Smart Governance,Positive
ikn mulai dibuka untuk masyarakat umum hari ini kuota dibatasi untuk 300 orang,Smart Governance,Neutral
pls tell us ini cuman april mop min come on ikn yang katanya buat pemerataan malah locals dilarang nonton the worst ever sejak indonesia merdeka belanda ama jepang aja setiap upacara butuh orang lokal,Smart Governance,Negative
ttg ikn msh jauh dr analisis holistik mknya bgini realitanya kl sy katakan itu proyek modus dr mrk utk olh mrk,Smart Governance,Negative
pemerintah provinsi kalimantan timur kaltim telah mengundang sebanyak 400 tokoh masyarakat dari berbagai daerah di kaltim untuk menghadiri upacara peringatan hari ulang tahun hut ke 79 kemerdekaan republik indonesia di ibu kota nusantara ikn,Smart Governance,Neutral
kalau semuanya dukung ikn bakal lebih maju dalam digitalisasi,Smart Governance,Positive
woosh ikn infrastruktur jaringan 5g dan mobil curhat itu cita² yang bagus tapi bisa tidak fokus dulu ke pemerataan pendidikan kesehatan dan akses hukum bagi seluruh lapisan masyarakat di seluruh wilayah nkri supaya tidak terdengar lagi jeritan pilu seperti ini,Smart Governance,Negative
10 thn mulyono genjot infrastruktur dan gegayaan bangun ikn ternyata 25 persen anak indonesia kelaparan yg akhirnya dimanfaatkan untuk ngemis ngemis ke negara lain jatuh harga diri bangsa klo begini,Smart Governance,Negative
himapsos fisip unmul selenggarakan kelas politik nasional tentang hak masyarakat adat di ikn peserta diimbau terjun langsung dibanding sekadar memantau lewat media sosial selengkapnya lpm sketsa unmul semangat berbagi dan menginspirasi,Smart Governance,Positive
ya krn ikn memang milik ramai2 termasuk anda hal hebat tentu saja ikn akan jd kota pertama di indonesia yg dikerjakan oleh anak bangsa anda ga bangga,Smart Governance,Positive
kementerian pekerjaan umum pu menargetkan beberapa infrastruktur di ibu kota nusantara ikn akan selesai pada desember 2024 ini,Smart Governance,Neutral
ikn adalah simbol kemajuan bangsa yang harus kita dukung bersama,Smart Governance,Positive
coba bayangin ikn susah di jangkau rakyat kecil apalagi para mahasiswa yg demo,Smart Governance,Negative
menteri pupr sekaligus plt kepala oikn basuki hadimuljono memastikan kesiapan infrastruktur ikn menjelang pelaksanaan upacara hut ke 79 ri pada 17 agustus 2024 mendatang,Smart Governance,Positive
cape2 ngamuk begini ternyata ikn cuman jadi token buat kalimantan alamnya udah rusak ga jadi apa2 pun fasum buat bare minimum aja ngga abis dananya buat ikn kalo ngamuk fokus ke pemerataan pembangunan fasum pendidikan di kalimantan mending la ini gedung dianggap prestasi,Smart Governance,Negative
otorita ibu kota nusantara okn menyiapkan fitur di aplikasi iknow yang bisa membantu pemindahan aparatur sipil negara asn ke ikn,Smart Governance,Positive
masih banyak orang miskin bikin ikn waras,Smart Governance,Negative
jangan mau pak prabowo ikn gak guna mending perkuat alutsista perkuat pendidikan perkuat kesehatan perkuat swasembada pangan dan energi go to the mud ikn,Smart Governance,Negative
ikn jual saja pak buat anak2 sekolah sepertinya lebih bermanfaat,Smart Governance,Negative
pada masa kolonial belanda ada penghinaan kepada pribumi bertuliskan pribumi dan andjing dilarang masuk apa bedanya dengan ikn yang melarang warteg masuk dan melarang pribumi ikut upacara bendera 17 augustus 2024,Smart Governance,Negative
karena perintah uud 1945 adalah mencerdaskan kehidupan bangsa bukan bangun ikn,Smart Governance,Negative
di acara ini berbagai presentasi dan diskusi panel menghadirkan tokoh tokoh penting yang berbagi visi dan rencana masa depan ikn sangat inspiratif,Smart Governance,Positive
generasi muda dapat terlibat langsung dalam pembangunan ikn dengan menerapkan konsep green city,Smart Governance,Neutral
iyaa banget lagi bikin di tengah2 hutan dan ga boleh sembarangan orang yg masuk ke ikn kan katanya hanya utk penguasa2 elit dan para kacungnya,Smart Governance,Negative
mantap nih kinerja polri perlu di apresiasi demi kelancaran dan mendukung pembangunan di wilayah kawasan ikn wujudkan generasi emas,Smart Governance,Positive
sumpah gue kesel banget kenapa upacara kemerdekaan di ikn malah ngundang artis artis gajelas hah lu better ngundang veteran veteran atau mantan atlet yang jelas jelas berjasa buat indonesia sedih bgt liat para veteran dilupain gitu aja amp hidupnya masih banyak yg sengsara,Smart Governance,Negative
pretttt kmaren aja pas d hari penaikan bendera aja masyarakat nya ga terima karna ga boleh masuk tu masih penaikan bendera 17 agustus belum lagi tu ntr ikn jadi mungkin aja masyarakat d sana terasingkan,Smart Governance,Negative
siap siap akhir bulan depan asn bakal dipindahkan ke ikn,Smart Governance,Neutral
sebuah proyek nasional harus melalui konsep berfikir yang lengkap dan komprehensif dengan kajian dalam berbagai aspek apalagi menyangkut kehidupan bernegara dan melibatkan banyak pihak ikn menjadi monumen kecerobohan seorang pimpinan negara yang berfikir instan dangkal,Smart Governance,Negative
presiden jokowi minta ldii bangun kantor perwakilan di ikn bukti pelibatan ormas bangun ibu kota,Smart Governance,Neutral
infrastruktur ikn berlanjut pemindahan asn mulai 2025,Smart Governance,Neutral
400 tokoh masyarakat kaltim diundang hadiri upacara hut ke 79 ri ikn pemprov kaltim mengundang,Smart Governance,Neutral
jendral gatot nurmantyo pun mengkritik jokowi soal mendatangani kesepatakan antar china yang menjadi driver utama penyelesaian ikn dan kewajiban indonesia mengajarkan bahasa china di sekolah sekolah,Smart Governance,Negative
jok semut d seberang lautan lo keliatan tp gajah d pelupuk mata d abaikan jauh2 bngun ikn mending sejahtrkn dlu rkyt dr sandang nya papan nya dn pendidikn nya bngun tugu ikn ratusan milyar cepet jdi nya bkin rkut kenyang dn makmur susah nya minta ampun,Smart Governance,Negative
ikn resmi dibuka untuk public dengan kuota terbatas,Smart Governance,Neutral
heran dikit sama formasi cpns ikn,Smart Governance,Negative
ngalor ngidur ngomong kedaulatan bla bla tapi masih banyak masyarakat yg mau kerja aja kena diskriminasi usia maksimal 25 thn mau ke sekolah harus nyebrangin sungai ukt kuliah mau dinaik an berkali kali lipat dan masalah2 lain nya tp ngebangun ikn lancar bener,Smart Governance,Negative
amankan hut kemerdekaan ri ke 79 di ikn polri kerahkan ribuan personel,Smart Governance,Neutral
pembangunan ikn wilayah nasional merupakan langkah strategis untuk pencapaian visi indonesia sebagai negara maju berdasarkan pengetahuan the world of knowledge nation,Smart Governance,Positive
work kalo formasi cpns kementrian itu penempatannya seluruh indonesia atau di ikn ya makasih,Smart Governance,Neutral
kemerdekaan adalah tentang memberi kesempatan kepada setiap orang untuk tumbuh pembangunan ikn adalah cara kita mewujudkan kesempatan itu untuk seluruh indonesia,Smart Governance,Positive
kita liat aja sma2 apakah presiden yg sekarang akan melanjutkan ikn,Smart Governance,Neutral
tapi bukan karena ketiadaan dana menurutnya permasalahannya sangat kompleks mulai dari luasnya lahan ikn yang mencapai 100 hektar hingga proses identifikasi dan inventarisasi tanah yang dibebaskan tidak bisa secepat diharapkan pemerintah selain itu soal sdm juga 3,Smart Governance,Negative
emang rakyat butuh ikn ga rakyat butuh namanya sejahtera pendidikan berkualitas lapangan kerja banyak turunnya angka pengangguran sama angka kemiskinan mulyono mulyono,Smart Governance,Negative
pada nolak ikn tapi cpns paling banyak buka formasi ikn sama kemenag,Smart Governance,Neutral
taeklah ikn klean slonong boy tak pakai pendapat akademisi sekali lahi taek,Smart Governance,Negative
nanya aja ini mah emg pas di jakarta semua orang bisa masuk setau gw hrs daftar dl baru bisa ikut mungkin di ikn jg sama,Smart Governance,Neutral
bapak 10 tahun belum bisa naikin kesejahteraan guru dan nakes kualitas pendidikan sama transportasi umum ga digalakkan malah bikin ikn dan ga kelar perhitungan matang apa pak,Smart Governance,Negative
kyknya mereka ga kepikiran buat begituan mereka lebih peduli ke ikn ketimbang fasilitas training buat para atlet,Smart Governance,Negative
gw setuju pembangunan ikn buat hilangin jawa sentris tpi masalah yg lebih utama sebenarnya pemberantasan korupsi kkn itu akar masalah negara ni lama maju selain pendidikan amp teknologi kurg di support anak muda nya,Smart Governance,Negative
otorita ibu kota nusantara ikn membuka pendaftaran calon pegawai negeri sipil cpns tahun 2024 cpns ikn 2024 dibuka 600 formasi untuk 206 jabatan via,Smart Governance,Neutral
ini perayaan hut kemerdekaan dan mereka masy asli yg tergusur untuk pemb ikn mau ikut hadir upacara saja tdk boleh hrs mll live streaming,Smart Governance,Negative
nonton aja gak boleh apa lagi merasakan ikn di mana² nasib warga lokal sama akan tersingkir pada waktunya,Smart Governance,Negative
ikn untuk hilangkan stigma jawasentri menuju indonesia sentris,Smart Governance,Positive
ikn siap sambut asn pada 2025 namun pengusaha perhotelan tunggu infrastruktur rampung,Smart Governance,Neutral
ini indonésia artinya kualitas laîyanan di b bagai kota tidak sama di kota a pelaîyanan sesuai sop di kota b bisa béda bagai bumi amp langit hal paling menonjol t lihat depan mata wilaîyah yang maju di indonésia cuma jabodétabek lainnya masih kampung makanya dibangun ikn,Smart Governance,Negative
daripada anggaran untuk ikn mending bikin beginian agar literasi bertambah plus bikin tambahan infrastruktur untuk layanan kesehatan di setiap kab kota dua hal dasar pendidikan dan kesehatan,Smart Governance,Negative
emang sih mbak mereka bukannya ga bisa tapi mereka ga peduli jokowi tidak cerdas untuk memaknai bahwa pembangunan bukan hanya bangunan tapi terlebih kualitas manusianya proyek mercusuar ikn adalah bukti kebodohan dan hedonisme rezim jokowi,Smart Governance,Negative
coba kmrn2 g ad ikn sm whoosh pasti kelas menengah yg pling bnyak ini g bkalan diperea sebigininya,Smart Governance,Negative
setuju bgt2 ikn kereta cepat sirkuit mandalika sepertinya tidak melalui studi yg bener yg hanya beralasan pemerataan saja,Smart Governance,Negative
para pendukung ibukota nusantara terhimpun dalam forsa ikn melaksanakan secara bersama acara tatap muka yang dihadiri oleh lebih dari 300 orang peserta yang datang dari berbagai kota kota ___ cnn elon musk,Smart Governance,Neutral
oikn pun sudah menyiapkan aplikasi khusus untuk proses pemindahan para asn ke ikn,Smart Governance,Neutral
ga hanya itu pr nya pendidikan di indonesia belum merata pembunuh yg berasal dari kalangan pejabat masa tahanan tidak masuk akal dan terlalu ringan kemiskinan masih meraja lela pengangguran masih banyak 2 periode apa garapannya hanya infrastruktur sama ikn,Smart Governance,Negative
